transactionID;carrierID;customerID;amount;date
1613;3;891;13,91;2005-08-05 16:35:54
1614;1;619;7,53;2007-10-06 13:06:06
1615;2;700;10,36;2009-07-02 22:31:07
1616;1;241;9,35;2006-10-17 18:56:39
1617;1;561;12,52;2005-04-13 00:50:53
1618;1;313;12,74;2008-09-19 14:58:54
1619;2;312;12,18;2009-04-15 21:14:07
1620;2;676;13,09;2005-10-17 07:50:52
1621;3;984;13,69;2009-07-11 22:46:36
1622;1;473;10,75;2005-02-28 10:39:44
1623;2;298;11,86;2005-04-30 15:32:18
1624;3;471;17,78;2005-07-03 16:24:49
1625;3;90;10,85;2008-07-19 21:55:37
1626;2;254;8,94;2009-10-18 11:14:59
1627;3;346;14,71;2007-07-09 12:38:20
1628;3;494;17,57;2008-07-11 22:55:44
1629;2;369;12,51;2007-07-04 10:34:51
1630;1;305;18,53;2006-08-09 18:32:43
1631;2;734;10,96;2005-03-02 19:48:09
1632;2;564;10,21;2007-01-11 14:29:08
1633;1;930;13,27;2009-09-04 08:07:51
1634;3;403;15,19;2009-01-01 18:03:51
1635;3;479;8,31;2009-09-01 13:02:34
1636;2;355;8,42;2005-12-01 23:50:40
1637;1;190;19,37;2006-01-24 18:27:49
1638;2;590;15,46;2006-10-17 16:34:06
1639;1;83;16,12;2008-08-17 20:29:52
1640;3;326;7,09;2008-08-08 06:09:47
1641;1;817;17,84;2008-02-08 03:43:29
1642;1;502;9,32;2006-01-14 08:58:02
1643;2;444;14,55;2009-11-24 13:19:07
1644;3;724;17,47;2009-07-30 18:13:04
1645;2;180;13,89;2006-07-07 01:45:12
1646;1;665;11,8;2008-08-08 03:35:33
1647;2;674;14,94;2009-10-13 17:54:55
1648;1;556;8,48;2007-10-09 11:02:42
1649;2;775;17,93;2008-04-30 01:36:08
1650;1;420;5,21;2006-07-08 07:54:20
1651;2;74;10,76;2005-05-16 01:10:50
1652;3;520;9,39;2009-09-26 01:12:50
1653;3;194;18,48;2008-01-17 14:36:35
1654;3;184;8,36;2009-12-25 06:06:02
1655;2;137;18,98;2005-01-24 08:41:16
1656;1;233;6,33;2009-12-23 08:26:53
1657;2;445;15,62;2009-11-28 17:16:41
1658;3;955;14,15;2009-12-22 20:01:44
1659;1;836;6,47;2005-05-07 19:53:29
1660;3;839;7,22;2005-08-24 16:17:32
1661;2;841;7,16;2006-09-15 18:28:28
1662;3;540;18,86;2008-01-09 08:19:28
1663;2;357;14,91;2005-12-07 07:38:38
1664;2;532;11,43;2005-04-02 11:43:27
1665;3;829;15,14;2007-09-29 20:10:50
1666;1;8;7,34;2006-11-04 06:49:18
1667;3;118;19,81;2005-04-10 05:45:14
1668;2;512;13,3;2006-09-12 01:12:38
1669;1;376;17,3;2006-04-02 09:10:41
1670;2;906;18,47;2009-11-20 19:31:49
1671;2;406;8,76;2008-06-26 05:49:07
1672;3;462;16,1;2009-09-10 22:53:54
1673;2;741;5,03;2006-03-03 09:01:19
1674;3;812;18,21;2008-09-23 16:26:49
1675;1;385;16,58;2008-04-01 15:10:08
1676;1;280;5,34;2008-09-20 12:35:01
1677;1;755;17,23;2006-03-26 10:19:13
1678;1;857;13,43;2008-01-02 07:58:01
1679;3;328;18,01;2008-03-15 03:32:50
1680;3;297;18,65;2009-10-16 09:01:40
1681;1;249;7,42;2009-11-18 00:38:27
1682;3;71;7,25;2005-04-11 22:07:23
1683;1;886;6,77;2005-01-27 19:25:51
1684;1;94;13,33;2008-06-26 07:27:12
1685;1;421;10,69;2009-01-06 02:10:29
1686;1;455;11,86;2006-11-30 13:50:58
1687;2;334;9,59;2006-10-25 05:30:48
1688;2;572;5,49;2007-10-23 14:40:20
1689;2;386;7,9;2007-11-30 09:06:29
1690;3;197;18,79;2006-12-08 03:46:26
1691;3;28;8,09;2005-04-25 05:39:51
1692;3;160;10,71;2007-09-23 11:21:03
1693;2;965;10,03;2008-05-10 17:29:53
1694;3;827;6,1;2007-12-21 01:22:12
1695;2;299;13,96;2005-08-20 15:31:10
1696;1;370;15,06;2009-07-04 19:46:08
1697;3;591;19,39;2005-07-23 14:45:31
1698;2;676;5,68;2009-11-02 14:40:40
1699;2;568;18,17;2006-11-13 06:28:09
1700;2;931;12,5;2005-10-13 06:56:39
1701;1;463;8,2;2006-02-17 15:08:44
1702;1;678;14,82;2005-11-11 01:34:38
1703;3;422;10,02;2007-02-09 23:34:06
1704;1;280;11,43;2006-11-09 06:14:55
1705;2;338;17,02;2005-08-06 23:38:41
1706;1;520;8,04;2009-11-06 18:35:18
1707;2;223;11,86;2007-10-28 12:38:26
1708;2;48;16,85;2005-08-14 14:24:15
1709;3;757;9,04;2006-12-13 04:10:51
1710;2;834;17,89;2008-06-03 23:42:58
1711;1;999;9,68;2007-02-13 03:57:42
1712;1;215;8,92;2009-12-27 18:53:48
1713;1;275;12,55;2007-10-04 11:18:34
1714;3;80;10,96;2005-11-15 00:54:43
1715;3;815;18,27;2008-12-15 05:03:42
1716;1;755;5,17;2008-03-28 04:53:56
1717;2;543;15,53;2009-02-19 08:53:22
1718;3;584;18,68;2008-12-09 11:50:04
1719;3;846;5,93;2007-02-09 12:52:34
1720;1;729;17,22;2006-04-28 03:08:58
1721;1;19;7,94;2007-01-12 21:21:12
1722;2;232;14,78;2006-09-28 08:27:57
1723;1;773;9,52;2009-09-05 19:46:53
1724;2;24;14,8;2005-08-05 16:48:47
1725;2;449;17,43;2009-07-02 05:29:19
1726;1;554;18,86;2005-02-19 01:50:09
1727;2;879;12,3;2009-08-03 02:00:03
1728;3;356;14,17;2006-10-06 01:09:24
1729;3;510;16,42;2006-02-14 15:08:46
1730;2;403;15,86;2006-08-05 01:23:08
1731;3;99;8,77;2007-03-12 14:54:30
1732;3;990;16,03;2005-02-26 20:28:21
1733;3;119;14,19;2005-08-02 10:18:39
1734;2;851;19,5;2008-07-24 18:28:39
1735;1;115;9,17;2006-01-01 06:33:39
1736;2;573;15,97;2008-01-22 13:53:39
1737;3;961;15,64;2009-06-02 14:36:59
1738;2;201;14,3;2008-02-21 00:03:20
1739;3;65;19,87;2005-11-08 07:58:23
1740;2;282;17,54;2008-11-03 04:06:37
1741;1;455;17,03;2005-08-12 15:09:51
1742;3;445;7,95;2005-11-04 10:15:24
1743;3;978;13,0;2009-02-03 14:37:37
1744;1;54;5,26;2009-07-11 12:10:26
1745;3;416;5,23;2009-08-02 02:58:18
1746;1;2;5,88;2009-05-21 19:30:53
1747;3;593;19,54;2007-12-19 22:39:45
1748;1;536;13,11;2005-12-19 22:50:05
1749;1;762;8,09;2007-09-12 11:10:57
1750;2;272;8,01;2008-12-06 08:09:48
1751;3;144;8,18;2006-12-02 12:18:10
1752;3;31;8,07;2005-04-25 10:12:19
1753;3;408;18,3;2008-01-29 13:32:30
1754;3;452;17,95;2009-12-07 04:17:56
1755;1;387;6,73;2009-01-24 11:38:10
1756;1;467;18,15;2007-03-19 17:14:12
1757;2;95;17,12;2006-12-02 17:51:46
1758;2;901;8,61;2007-02-06 07:37:01
1759;1;230;17,66;2007-09-30 12:59:48
1760;2;606;9,36;2008-12-26 15:01:50
1761;1;821;9,3;2009-08-16 02:14:36
1762;3;8;12,55;2005-01-27 10:57:40
1763;2;758;11,15;2007-05-26 10:30:00
1764;1;55;7,82;2008-01-21 16:51:33
1765;1;594;18,29;2008-09-05 15:40:37
1766;2;651;6,31;2008-11-24 16:19:33
1767;1;317;7,4;2007-09-15 20:22:56
1768;1;313;19,74;2009-01-25 00:25:22
1769;2;56;6,09;2009-10-11 21:06:59
1770;3;308;6,27;2008-05-18 13:08:13
1771;2;149;12,82;2005-12-04 02:25:41
1772;1;273;5,13;2007-03-01 10:32:47
1773;2;615;10,1;2008-02-02 11:38:22
1774;3;791;10,83;2005-10-19 09:28:19
1775;3;971;11,38;2007-08-02 13:59:42
1776;3;823;13,86;2009-03-19 11:05:45
1777;3;526;18,3;2008-04-18 18:11:33
1778;2;983;18,73;2006-09-18 03:51:37
1779;2;253;7,22;2008-11-24 20:23:17
1780;3;89;9,53;2008-04-14 08:21:25
1781;2;767;6,76;2007-01-24 07:32:50
1782;2;974;13,22;2007-10-19 09:53:55
1783;2;646;8,92;2007-10-14 16:45:21
1784;1;772;17,93;2008-02-24 07:21:54
1785;2;892;11,65;2007-04-06 00:31:56
1786;2;637;17,5;2009-02-01 17:05:44
1787;2;576;13,13;2009-04-29 15:57:31
1788;3;230;14,74;2006-01-09 07:00:53
1789;2;453;7,97;2005-01-21 17:55:00
1790;1;472;13,63;2007-06-10 23:55:47
1791;2;849;13,6;2008-11-07 13:44:20
1792;1;750;16,7;2009-08-30 19:35:42
1793;2;659;16,97;2005-07-12 20:19:22
1794;3;544;16,42;2005-03-12 12:00:56
1795;1;60;15,53;2005-10-12 23:43:31
1796;3;298;12,5;2005-10-27 17:00:38
1797;3;840;14,91;2005-01-24 23:23:17
1798;1;147;6,97;2005-01-12 17:39:39
1799;3;790;9,89;2005-07-03 06:53:11
1800;2;566;14,18;2005-05-30 09:51:08
1801;2;343;11,63;2006-05-18 09:33:47
1802;2;796;6,92;2009-06-16 23:18:12
1803;3;225;5,75;2008-06-04 08:25:07
1804;1;153;11,65;2009-11-04 21:38:43
1805;3;408;11,3;2005-08-14 23:13:13
1806;3;322;19,11;2007-08-23 02:19:21
1807;1;31;15,31;2008-05-09 14:11:23
1808;1;8;19,83;2007-03-28 13:12:14
1809;3;908;6,95;2008-09-09 00:46:32
1810;1;709;6,88;2006-12-28 18:21:02
1811;3;313;17,97;2009-06-22 23:27:59
1812;3;4;7,92;2006-05-27 18:31:33
1813;3;979;7,53;2006-05-05 02:05:10
1814;3;78;7,61;2006-07-16 16:38:22
1815;3;8;12,11;2008-04-25 11:52:25
1816;2;378;16,55;2009-03-17 18:44:06
1817;1;700;9,22;2005-01-18 02:25:04
1818;3;832;7,89;2009-05-11 02:40:34
1819;3;485;6,98;2007-10-21 19:56:12
1820;1;664;6,12;2005-11-13 18:15:36
1821;1;11;17,7;2008-01-02 01:44:48
1822;1;341;5,21;2008-06-06 08:49:01
1823;3;822;11,29;2008-02-19 17:29:25
1824;3;720;12,14;2009-03-06 04:59:27
1825;3;348;7,35;2009-09-04 15:21:43
1826;2;738;13,94;2009-02-13 19:32:57
1827;2;756;10,5;2006-07-30 05:41:14
1828;3;479;17,9;2007-09-03 08:13:25
1829;3;149;18,44;2007-03-12 23:01:34
1830;2;439;19,02;2007-12-03 14:15:34
1831;1;43;8,16;2005-08-03 11:07:29
1832;2;253;10,41;2008-01-30 02:39:28
1833;2;3;18,06;2005-11-16 19:02:09
1834;2;343;8,71;2009-02-22 02:29:07
1835;1;47;11,21;2005-11-04 23:36:11
1836;2;958;11,53;2009-09-05 22:24:37
1837;2;711;16,03;2008-12-14 12:48:06
1838;2;141;11,62;2006-02-14 14:18:05
1839;3;295;5,45;2007-09-22 21:44:52
1840;3;180;16,42;2008-01-02 15:58:02
1841;3;5;10,83;2008-10-07 22:10:14
1842;2;242;6,5;2008-06-25 15:08:13
1843;1;542;5,21;2008-02-25 14:39:46
1844;1;676;13,82;2007-09-15 13:57:26
1845;2;889;13,35;2008-10-12 00:51:27
1846;2;6;12,29;2008-07-01 13:23:54
1847;2;288;10,0;2005-10-12 00:04:13
1848;1;754;18,54;2006-03-16 04:20:08
1849;1;431;19,61;2009-10-15 06:51:07
1850;1;812;9,21;2007-09-13 01:29:57
1851;1;147;16,7;2006-04-13 15:36:21
1852;2;966;7,08;2007-11-03 23:39:30
1853;1;718;19,26;2007-01-06 20:01:30
1854;2;135;16,04;2007-10-09 08:53:07
1855;1;355;19,96;2008-07-31 08:48:57
1856;1;845;8,54;2005-09-13 05:55:45
1857;3;26;18,85;2006-04-21 08:59:28
1858;1;716;10,41;2006-12-24 13:52:08
1859;1;475;15,87;2006-09-14 18:59:02
1860;1;827;9,54;2006-06-19 03:59:51
1861;1;681;13,37;2009-02-16 16:57:54
1862;3;108;14,0;2005-09-21 02:51:44
1863;1;763;15,11;2008-04-13 11:33:34
1864;3;475;15,67;2008-06-17 03:34:37
1865;2;35;19,48;2006-12-24 02:46:16
1866;1;972;11,96;2006-07-07 21:42:25
1867;3;308;16,18;2007-07-01 23:22:10
1868;3;55;18,02;2005-06-08 21:46:57
1869;2;430;12,82;2009-12-10 05:37:59
1870;1;373;19,67;2007-09-04 10:49:18
1871;3;944;5,09;2005-05-07 04:14:03
1872;3;914;12,8;2005-09-06 09:05:38
1873;1;751;8,2;2009-03-17 00:33:46
1874;1;539;10,4;2007-02-09 16:49:24
1875;1;710;7,18;2006-08-22 01:35:55
1876;2;770;7,43;2006-11-07 12:49:09
1877;2;773;10,79;2007-04-19 00:17:30
1878;3;862;10,42;2008-10-29 00:15:31
1879;2;286;7,04;2008-05-12 02:17:06
1880;1;965;19,67;2006-07-21 16:27:57
1881;3;507;8,03;2005-06-15 00:27:54
1882;2;115;13,28;2005-11-12 01:29:20
1883;2;850;19,92;2007-12-30 16:40:44
1884;1;662;5,73;2006-10-11 08:31:41
1885;1;197;9,64;2007-09-20 09:19:21
1886;1;262;15,85;2005-09-04 07:30:39
1887;1;906;11,29;2009-03-03 03:01:15
1888;3;866;6,64;2005-11-14 14:35:33
1889;2;485;16,77;2006-11-11 04:24:10
1890;3;274;10,48;2005-12-02 05:56:43
1891;2;896;13,77;2008-05-05 19:54:16
1892;1;302;16,37;2007-12-15 19:39:16
1893;2;457;5,3;2006-08-25 16:09:39
1894;3;821;13,1;2009-06-28 03:30:25
1895;2;640;11,93;2008-01-17 18:01:51
1896;2;797;11,52;2006-08-03 02:08:43
1897;3;369;13,03;2008-05-02 13:27:32
1898;2;834;5,33;2006-05-13 08:38:40
1899;2;996;13,18;2005-06-28 06:06:32
1900;2;969;8,63;2005-03-23 11:30:04
1901;3;392;19,0;2006-08-28 21:12:53
1902;1;377;7,57;2005-07-05 23:46:58
1903;1;259;15,21;2007-01-31 11:44:44
1904;1;608;14,23;2008-09-25 12:58:26
1905;1;505;15,88;2008-01-31 22:55:40
1906;3;539;5,59;2006-04-16 23:00:06
1907;2;762;9,29;2009-11-16 02:46:45
1908;1;552;5,8;2008-10-29 04:56:52
1909;1;147;13,87;2006-04-22 16:14:34
1910;2;314;11,35;2005-01-12 01:07:32
1911;3;287;16,45;2006-12-07 15:17:04
1912;1;265;19,0;2009-10-03 13:25:32
1913;2;289;10,28;2008-06-25 22:45:26
1914;1;483;11,03;2008-02-18 22:47:39
1915;2;104;11,25;2005-03-29 15:34:27
1916;1;345;7,59;2008-12-03 18:22:47
1917;2;390;7,84;2005-09-29 04:56:24
1918;1;82;13,77;2009-08-27 22:11:14
1919;2;423;11,79;2008-10-09 10:35:54
1920;3;583;12,26;2006-03-02 04:15:40
1921;1;749;18,99;2008-03-31 12:06:25
1922;2;413;5,57;2005-08-02 23:32:56
1923;1;857;8,06;2009-06-04 02:43:17
1924;1;244;17,66;2005-02-20 14:44:23
1925;1;913;13,04;2007-04-13 13:30:55
1926;3;254;10,8;2005-07-13 16:46:51
1927;1;239;11,98;2005-12-02 17:04:46
1928;3;910;10,9;2006-10-14 21:34:18
1929;3;409;7,9;2008-03-16 13:43:09
1930;2;425;6,32;2008-12-12 02:07:45
1931;2;667;15,06;2005-03-15 08:26:28
1932;1;788;5,96;2008-11-28 17:18:04
1933;2;996;18,38;2009-10-04 12:24:15
1934;3;857;18,03;2005-10-23 11:04:40
1935;2;528;11,37;2009-01-15 05:16:10
1936;1;666;12,99;2006-12-31 12:05:39
1937;1;396;14,5;2008-12-07 03:27:29
1938;1;65;17,51;2006-05-18 17:34:35
1939;2;87;16,09;2009-01-29 20:29:51
1940;3;354;19,24;2007-09-09 13:01:25
1941;2;405;15,76;2006-09-09 15:49:28
1942;3;10;13,55;2005-03-08 09:53:51
1943;1;567;16,23;2005-12-13 18:45:55
1944;3;591;8,87;2005-01-20 23:59:58
1945;1;94;9,6;2005-12-12 14:12:53
1946;2;116;16,89;2005-12-29 19:22:20
1947;3;207;12,46;2008-08-10 03:24:39
1948;1;121;5,42;2009-01-04 00:21:12
1949;2;566;11,08;2006-06-05 07:26:31
1950;1;575;5,02;2006-05-08 01:23:34
1951;3;435;16,38;2009-10-23 09:18:44
1952;2;638;13,9;2006-01-10 23:54:46
1953;1;690;10,04;2006-08-30 01:56:31
1954;2;542;17,68;2007-10-22 04:14:09
1955;2;721;8,91;2009-01-05 12:55:16
1956;1;612;5,04;2009-11-01 12:02:19
1957;1;460;6,55;2007-10-23 23:19:02
1958;2;299;8,7;2008-11-20 11:32:34
1959;1;920;9,73;2005-05-09 11:39:50
1960;2;709;18,74;2009-09-01 23:54:33
1961;1;388;7,6;2005-10-11 02:16:07
1962;2;378;11,25;2005-10-11 00:42:17
1963;1;954;6,27;2005-10-31 06:34:16
1964;2;473;7,48;2005-01-08 08:43:10
1965;2;876;17,11;2009-01-06 06:19:04
1966;3;857;15,83;2009-06-18 15:20:48
1967;2;945;12,23;2006-11-06 17:15:22
1968;1;223;16,29;2009-04-26 21:11:40
1969;2;247;8,97;2008-01-15 07:06:07
1970;2;510;16,31;2006-08-07 22:11:32
1971;2;824;6,95;2006-09-01 06:45:05
1972;2;711;13,64;2006-01-16 04:54:26
1973;1;835;13,27;2006-07-28 09:55:02
1974;2;674;14,57;2009-03-17 22:39:41
1975;3;800;14,83;2007-09-20 01:11:06
1976;2;266;7,94;2007-12-10 20:33:43
1977;1;726;7,91;2006-07-12 13:06:16
1978;2;531;10,29;2008-06-25 00:41:42
1979;1;74;9,65;2006-05-05 03:48:14
1980;2;710;6,3;2007-06-30 12:16:37
1981;3;116;8,29;2009-06-13 17:05:21
1982;3;828;5,11;2009-06-29 04:22:24
1983;1;266;12,17;2009-07-19 01:35:01
1984;3;892;17,64;2008-07-11 23:21:44
1985;1;599;12,25;2005-02-09 13:48:07
1986;1;602;18,79;2009-10-19 01:01:19
1987;2;951;11,34;2005-01-22 19:58:48
1988;2;158;19,76;2005-07-25 07:45:46
1989;2;126;6,99;2009-06-06 18:21:34
1990;1;335;16,36;2008-10-23 10:54:42
1991;1;465;19,46;2008-07-17 22:09:49
1992;1;570;19,03;2005-08-16 13:51:54
1993;1;909;12,89;2007-06-16 23:27:33
1994;3;317;13,61;2007-03-23 19:18:59
1995;2;763;18,09;2005-11-28 03:10:42
1996;3;17;10,12;2008-12-26 14:20:10
1997;3;311;7,87;2008-01-21 01:43:47
1998;1;727;19,4;2006-04-10 12:39:29
1999;2;919;19,17;2007-09-04 05:42:02
2000;2;29;9,05;2005-05-09 05:55:54
2001;3;377;6,23;2009-07-28 08:30:09
2002;1;1;18,3;2009-06-07 01:46:35
2003;3;502;11,11;2006-05-05 12:53:52
2004;3;778;14,43;2006-11-12 17:08:36
2005;1;736;9,95;2005-08-09 18:25:25
2006;2;419;6,59;2006-03-05 18:24:20
2007;2;424;13,11;2006-11-03 11:45:47
2008;1;166;13,33;2005-03-01 21:51:10
2009;3;561;9,54;2007-03-19 17:54:18
2010;3;374;13,45;2008-05-26 09:35:56
2011;1;597;9,06;2005-08-02 10:37:23
2012;2;970;12,35;2006-12-04 19:16:33
2013;1;808;8,01;2008-11-03 14:20:35
2014;2;828;13,7;2005-08-28 00:59:42
2015;2;724;9,09;2006-02-18 00:06:57
2016;3;711;18,97;2008-08-22 16:07:22
2017;2;290;17,28;2009-04-22 22:36:26
2018;1;468;8,46;2009-02-13 10:04:38
2019;2;566;8,15;2007-02-19 02:47:51
2020;2;631;5,34;2006-12-19 08:49:11
2021;2;969;7,79;2009-09-29 15:11:19
2022;1;131;14,86;2007-02-20 06:23:42
2023;1;207;12,33;2006-10-31 16:01:39
2024;3;382;19,86;2006-10-01 17:57:36
2025;3;553;19,31;2006-09-12 14:44:32
2026;1;364;11,12;2005-07-11 14:34:49
2027;2;668;5,52;2007-01-03 08:55:58
2028;3;287;11,44;2009-06-27 22:49:51
2029;2;643;8,66;2009-02-13 14:54:06
2030;2;894;5,86;2009-03-13 22:01:27
2031;3;941;8,2;2007-04-24 00:14:06
2032;3;245;9,54;2005-12-15 23:17:07
2033;3;602;19,92;2005-04-28 04:52:40
2034;2;200;12,48;2006-10-17 11:09:32
2035;3;865;9,88;2007-10-06 19:59:46
2036;1;533;14,76;2005-06-13 01:28:23
2037;2;599;18,34;2009-05-07 03:14:02
2038;3;260;14,56;2007-04-07 16:05:40
2039;3;712;5,56;2006-12-25 15:41:32
2040;3;765;14,45;2007-10-17 21:50:00
2041;2;695;10,46;2008-05-13 20:02:40
2042;1;499;8,66;2008-10-12 00:15:48
2043;1;217;15,88;2009-02-10 01:54:14
2044;1;217;8,11;2007-07-25 17:48:02
2045;1;562;6,79;2005-04-08 03:38:18
2046;3;864;5,11;2006-07-13 15:56:11
2047;2;162;11,45;2009-02-18 07:45:28
2048;1;71;11,32;2007-10-04 23:27:29
2049;1;642;8,35;2008-09-03 22:57:27
2050;2;967;11,47;2008-03-10 00:46:46
2051;2;625;10,87;2006-06-25 13:35:51
2052;2;153;19,12;2009-07-29 05:05:03
2053;2;890;15,28;2006-08-10 10:41:58
2054;1;165;13,18;2005-11-07 16:24:10
2055;1;791;14,49;2007-03-31 02:10:55
2056;3;147;18,11;2007-12-14 13:03:46
2057;3;55;14,95;2007-03-28 02:48:49
2058;1;560;11,3;2005-09-14 18:54:07
2059;1;539;9,33;2006-10-24 07:52:55
2060;1;31;17,61;2007-04-03 18:23:50
2061;1;101;5,38;2005-08-13 05:31:02
2062;2;995;12,78;2009-03-22 07:51:23
2063;1;437;11,95;2007-02-22 22:10:03
2064;2;733;12,13;2008-11-29 06:45:59
2065;3;447;14,82;2008-05-04 04:02:40
2066;3;900;9,12;2009-11-01 20:12:38
2067;2;782;13,78;2007-07-20 03:08:27
2068;2;220;11,95;2007-07-05 02:06:31
2069;2;424;19,84;2005-05-28 20:29:55
2070;1;168;11,75;2006-06-08 19:21:11
2071;2;20;17,63;2005-09-08 18:13:03
2072;1;407;16,35;2005-01-25 22:25:20
2073;3;102;18,11;2008-10-28 08:29:57
2074;2;688;10,79;2007-12-25 23:58:28
2075;1;691;6,51;2005-06-24 16:47:19
2076;2;202;7,09;2007-07-28 18:23:26
2077;1;442;15,32;2005-06-03 10:29:01
2078;1;547;8,72;2005-07-12 18:55:24
2079;2;201;18,57;2008-09-29 08:47:22
2080;3;904;8,8;2009-01-03 19:11:27
2081;2;302;15,09;2009-01-21 15:15:32
2082;2;614;7,13;2005-09-24 21:01:39
2083;1;524;15,49;2009-08-25 00:01:39
2084;3;216;5,19;2007-04-17 10:49:54
2085;2;430;18,57;2006-07-02 06:38:23
2086;1;42;11,82;2006-02-15 13:36:41
2087;2;334;5,34;2009-09-12 13:14:07
2088;1;820;13,97;2007-09-24 11:13:31
2089;2;778;18,6;2007-07-17 18:38:07
2090;3;426;8,59;2005-06-17 11:31:04
2091;3;858;19,1;2009-02-28 03:19:34
2092;2;132;8,27;2009-03-27 20:37:38
2093;2;394;7,71;2005-10-15 03:50:18
2094;3;261;13,55;2006-07-17 03:21:58
2095;3;525;18,72;2006-01-19 04:29:56
2096;3;51;18,95;2007-03-29 15:34:23
2097;2;150;9,23;2005-12-06 13:23:14
2098;2;100;9,06;2009-08-08 22:57:34
2099;3;186;15,59;2005-09-13 18:36:41
2100;3;200;5,95;2009-03-24 07:32:32
2101;1;182;6,84;2009-11-28 04:01:58
2102;1;829;14,0;2006-12-18 07:32:04
2103;1;823;6,93;2007-07-19 11:43:06
2104;1;940;12,53;2009-10-23 05:19:58
2105;3;818;13,93;2007-02-23 01:07:22
2106;1;497;17,89;2008-06-08 14:09:26
2107;1;563;17,23;2009-07-31 02:57:01
2108;1;654;13,1;2005-11-06 00:03:20
2109;1;487;18,33;2009-09-25 15:42:26
2110;2;547;15,41;2009-08-16 14:02:41
2111;3;633;8,43;2005-04-23 06:03:21
2112;2;709;12,82;2009-12-13 16:42:49
2113;1;288;19,31;2007-05-19 01:46:07
2114;2;790;11,77;2008-07-12 08:05:37
2115;3;952;18,62;2009-11-13 03:59:12
2116;2;657;14,68;2007-04-22 02:53:30
2117;2;502;5,3;2005-07-06 09:25:43
2118;2;52;19,93;2006-05-16 21:47:51
2119;3;684;10,75;2008-05-07 10:00:46
2120;2;628;19,75;2006-01-02 00:30:57
2121;2;757;15,64;2005-04-02 10:43:39
2122;2;998;12,01;2008-07-01 04:18:40
2123;3;410;6,58;2005-11-09 10:27:48
2124;1;833;10,18;2007-08-11 04:16:11
2125;2;445;12,38;2006-03-10 07:42:07
2126;2;658;6,57;2006-02-11 09:32:00
2127;2;877;8,91;2008-01-23 17:54:42
2128;2;65;10,26;2007-07-11 03:09:03
2129;3;76;8,43;2008-08-27 18:40:08
2130;1;469;9,8;2005-01-10 16:26:15
2131;2;102;17,16;2007-04-29 10:12:09
2132;2;588;8,38;2009-04-24 18:37:55
2133;2;892;18,89;2007-11-26 02:08:10
2134;1;82;8,4;2008-11-05 00:59:41
2135;3;223;6,73;2009-05-19 10:52:35
2136;2;618;19,29;2008-09-04 22:18:20
2137;1;79;16,4;2008-10-31 22:40:40
2138;2;594;5,31;2006-03-09 04:10:47
2139;3;860;5,37;2007-03-14 18:30:34
2140;1;929;6,35;2005-08-22 09:48:45
2141;1;930;17,44;2005-08-20 13:59:06
2142;3;242;11,97;2006-08-15 06:23:11
2143;1;676;6,77;2009-08-29 02:08:02
2144;1;882;6,03;2008-01-31 03:43:34
2145;3;690;15,2;2006-07-02 20:24:11
2146;2;689;7,71;2009-11-30 12:06:22
2147;2;65;14,32;2007-10-02 20:20:00
2148;1;594;17,23;2009-06-23 12:29:22
2149;3;996;7,07;2009-04-02 05:18:59
2150;3;946;6,69;2005-11-19 03:14:25
2151;2;337;10,12;2006-09-07 00:44:52
2152;1;711;7,07;2007-12-06 16:26:59
2153;3;87;5,29;2007-01-27 14:36:12
2154;3;989;9,73;2007-05-09 10:50:14
2155;2;97;14,51;2006-03-18 04:37:37
2156;3;86;19,08;2007-07-21 14:32:14
2157;2;152;17,09;2007-09-16 19:17:07
2158;2;22;11,66;2009-11-29 19:53:45
2159;2;64;11,55;2008-11-13 14:01:39
2160;1;569;10,67;2008-07-04 15:46:19
2161;2;89;7,03;2009-05-20 11:09:03
2162;1;782;5,47;2006-10-06 10:59:45
2163;2;848;8,73;2006-02-25 21:47:48
2164;3;344;7,15;2009-08-15 08:27:29
2165;1;981;5,97;2007-07-28 12:56:21
2166;3;182;8,94;2008-11-15 06:10:40
2167;3;206;6,05;2005-08-18 12:19:50
2168;3;451;17,64;2008-08-10 12:28:17
2169;3;380;6,55;2005-06-15 12:29:16
2170;1;728;9,0;2009-02-15 11:00:46
2171;1;632;16,3;2008-09-26 13:32:21
2172;1;539;17,76;2009-11-04 15:29:53
2173;2;262;7,99;2007-02-13 17:48:16
2174;1;5;17,08;2007-01-02 12:55:10
2175;1;788;10,33;2009-05-02 02:31:50
2176;3;992;12,87;2007-01-16 16:55:22
2177;1;902;5,89;2005-11-03 14:59:33
2178;1;298;6,38;2006-11-30 20:26:28
2179;3;903;7,8;2007-03-15 12:26:56
2180;2;554;5,21;2005-04-12 18:37:00
2181;3;218;13,29;2007-10-09 22:47:38
2182;3;921;12,64;2009-10-21 20:39:18
2183;3;363;7,57;2006-05-13 02:58:06
2184;3;567;16,45;2008-03-27 00:53:17
2185;1;141;6,91;2005-09-11 17:32:12
2186;2;135;6,5;2006-08-10 22:14:50
2187;3;722;14,75;2005-03-17 17:04:25
2188;1;831;17,89;2006-06-27 21:56:45
2189;2;552;9,08;2009-07-23 08:04:40
2190;3;465;18,34;2006-02-09 05:45:08
2191;1;94;16,34;2006-12-19 10:12:18
2192;1;894;11,73;2009-11-06 09:32:18
2193;2;655;13,81;2007-03-04 23:41:09
2194;2;541;12,45;2008-12-15 04:47:08
